"","District.Name","Village.Name","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Community.Health.Centre.(Numbers)","Total.Positions.(Doctors.&.Support)","Total.Required.Strength.(Doctors.&.Support)","Distance","Primary.Health.Centre.(Numbers)","Primary.Health.Centre.Doctors.Total.Strength.(Numbers)","Primary.Health.Centre.Doctors.In.Position.(Numbers)","Distance.1","Primary.Heallth.Sub.Centre.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.Total.Strength.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.In.Position.(Numbers)","Distance.2","Maternity.And.Child.Welfare.Centre.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.3","TB.Clinic.(Numbers)","TB.Clinic.Doctors.Total.Strength.(Numbers)","TB.Clinic.Doctors.In.Position.(Numbers)","Distance.4","Hospital.Allopathic.(Numbers)","Hospital.Allopathic.Doctors.Total.Strength.(Numbers)","Hospital.Allopathic.Doctors.In.Position.(Numbers)","Distance.5","Hospiltal.Alternative.Medicine.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.Total.Strength.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.In.Position.(Numbers)","Distance.6","Dispensary.(Numbers)","Dispensary.Doctors.Total.Strength.(Numbers)","Dispensary.Doctors.In.Position.(Numbers)","Distance.7","Veterinary.Hospital.(Numbers)","Veterinary.Hospital.Doctors.Total.Strength.(Numbers)","Veterinary.Hospital.Doctors.In.Position.(Numbers)","Distance.8","Mobile.Health.Clinic.(Numbers)","Mobile.Health.Clinic.Doctors.Total.Strength.(Numbers)","Mobile.Health.Clinic.Doctors.In.Position.(Numbers)","Distance.9","Family.Welfare.Centre.(Numbers)","Family.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Family.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.10","Clusters"
"5745","Gurgaon","Dadawas(20)",172,163,824,418,406,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1,3,2,12.5,1,3,2,12.5,0,0,0,10,0,0,0,0,0,0,0,10,2
"5747","Gurgaon","Shahpur Jat(263)",176,174,988,520,468,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,4
"5749","Gurgaon","Milakpur(3)",174,178,912,484,428,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4
"5751","Gurgaon","Dewlawas(5)",81,82,391,201,190,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
"5752","Gurgaon","Mubarikpur(6)",55,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5753","Gurgaon","Chhawan(2)",254,159,808,414,394,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4
"5754","Gurgaon","Ransika(31)",138,169,973,497,476,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
"5758","Gurgaon","Gagli(267)",80,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5762","Gurgaon","Ghilnawas(273)",170,129,651,333,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5763","Gurgaon","Mehaniawas(22)",165,127,628,330,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5764","Gurgaon","Ahmdpur(270)",182,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5766","Gurgaon","Bhogpuri(269)",98,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5769","Gurgaon","Telpuri(23)",148,152,793,416,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5771","Gurgaon","Said Shahpur(24)",203,63,365,191,174,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,3
"5772","Gurgaon","Bastpur(25)",148,161,806,416,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5778","Gurgaon","Hansaka(35)",251,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5780","Gurgaon","Goriawas(33)",123,101,509,261,248,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3
"5781","Gurgaon","Khanpur(34)",161,171,745,390,355,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,4
"5782","Gurgaon","Hera Heri(36)",277,177,947,495,452,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,12.5,4
"5783","Gurgaon","Lohaka(39)",38,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5785","Gurgaon","Turkapur(40)",153,173,884,453,431,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,12.5,4
"5787","Gurgaon","Sapedar Nagar(37)",102,34,207,110,97,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,3
"5788","Gurgaon","Bir Khurd(42)",121,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5799","Gurgaon","Mohmadheri(58)",103,120,691,362,329,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,5,4
"5800","Gurgaon","Babupur(60)",197,125,668,338,330,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,4
"5802","Gurgaon","Adampur(90)",135,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5803","Gurgaon","Ghasula(88)  Part",159,89,361,239,122,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,3
"5804","Gurgaon","Tikampur(54)",84,1,4,4,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"5807","Gurgaon","Gopalpur(47) Part",361,32,170,86,84,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,3
"5811","Gurgaon","Hamirpur(116)",287,31,195,97,98,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"5814","Gurgaon","Meoka(121)",223,77,467,256,211,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"5822","Gurgaon","Dhumaspur(86)",151,124,664,353,311,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,5,4
"5824","Gurgaon","Nangli Umarpur(82) Part",142,17,106,57,49,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,3
"5841","Gurgaon","Gugana(4)",462,148,837,441,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
"5842","Gurgaon","Rajpur(13)",102,77,345,177,168,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,3
"5844","Gurgaon","Bakainka(17)",123,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5854","Gurgaon","Jhund Sarai Viran(123)",112,97,504,261,243,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3
"5862","Gurgaon","Garhi Nathekhan(9)",346,151,787,420,367,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,5,4
"5863","Gurgaon","Palri(12)",226,167,801,422,379,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,4
"5864","Gurgaon","Bir Hera(5)",220,185,970,519,451,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4
"5867","Gurgaon","Jaraun(2)",540,211,996,528,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
"5870","Gurgaon","Sarbasirpur(36)",153,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5882","Gurgaon","Danokri(141)",292,155,957,504,453,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4
"5885","Gurgaon","Udepuri(144)",143,6,31,17,14,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"5888","Gurgaon","Binola(147)",338,201,834,469,365,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
"5900","Gurgaon","Sehrawan(152)",263,194,933,500,433,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,4
"5901","Gurgaon","Nainwal(155)",410,179,987,522,465,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,4
"5917","Gurgaon","Rojka Gujar(172)",2324,114,487,294,193,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,4
"5920","Gurgaon","Pulawas(176)",94,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5925","Gurgaon","Jalalpur(195)",135,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5926","Gurgaon","Khobri(196)",142,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"5928","Gurgaon","Tethar(223)",256,69,337,168,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5930","Gurgaon","Kuliaka(219)",175,117,908,481,427,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
"5931","Gurgaon","Bai Khera (224)",157,92,534,279,255,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
"5932","Gurgaon","Badshahpur Tethar(222)",226,111,744,396,348,0,0,0,0,1,7,6,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4
"5936","Gurgaon","Khatrika(213)",162,12,61,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5937","Gurgaon","Bedhwaka(218)",118,29,208,109,99,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"5939","Gurgaon","Rahaka(216)",137,61,317,168,149,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"5941","Gurgaon","Isaka (201)",74,50,347,184,163,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,3
"5942","Gurgaon","Tolni(202)",183,70,442,229,213,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5943","Gurgaon","Ranika Singhola (215)",178,77,559,303,256,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,3
"5944","Gurgaon","Jolahaka(214)",232,81,459,251,208,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"5945","Gurgaon","Bilaka(211)",225,104,709,373,336,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
"5946","Gurgaon","Bhogpur(208)",144,146,734,383,351,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4
"5947","Gurgaon","Khuntpuri(209)",229,112,626,329,297,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"5948","Gurgaon","Ratika Noabad(210)",168,45,224,124,100,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
"5952","Gurgaon","Chuharpur (203)",114,68,550,301,249,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,3
"5954","Gurgaon","Kharoda (198)",137,156,889,476,413,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,4
"5961","Gurgaon","Siraska(193)",134,121,621,334,287,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3
"5962","Gurgaon","Khaika(192)",223,132,783,412,371,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,4
"5963","Gurgaon","Sohna (Rural)(Part)(187)",1394,119,666,372,294,0,0,0,10,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,4
"5967","Gurgaon","Mohammadpur Gujar (185)",358,153,713,380,333,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,4
"5975","Mewat ","Gangani(12)",634,26,154,77,77,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,5,3
"5978","Mewat ","Dadu(10)",264,126,667,359,308,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,5,4
"5980","Mewat ","Para(5)",346,148,808,431,377,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,4
"5983","Mewat ","Sheikhpur(28)",120,79,371,208,163,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3
"5985","Mewat ","Kharak Taoru (23)",62,34,220,112,108,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"5986","Mewat ","Sunthaka(26)",77,12,72,39,33,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3
"5987","Mewat ","Beri Nisfi Taoru(8)",88,80,531,293,238,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,3
"5988","Mewat ","Beri Nisfi Sohna (9)",87,102,740,392,348,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,4
"5989","Mewat ","Bamrauli(25)",74,39,276,136,140,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"5991","Mewat ","Nanduki(22)",39,31,171,85,86,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3
"5993","Mewat ","Kharak Sohna(15)",260,144,907,476,431,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,4
"5994","Mewat ","Jalalpur Sohna(14)",209,28,223,110,113,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3
"6000","Mewat ","Deengarheri (21)",214,161,931,493,438,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"6001","Mewat ","Sonika (20)",73,43,260,128,132,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"6004","Mewat ","Fatehpur (30)",294,152,885,459,426,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,4
"6009","Mewat ","Khori Khurd(36)",177,102,629,309,320,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"6011","Mewat ","Atitka(38)",152,39,301,160,141,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,3
"6012","Mewat ","Chundhika(39)",99,135,971,499,472,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,4
"6014","Mewat ","Ghoraka(41)",130,5,33,17,16,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,3
"6017","Mewat ","Taoru (Rural)(Part) (64)",665,37,262,144,118,0,0,0,10,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
"6027","Mewat ","Subasheri (52)",74,120,661,342,319,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,4
"6028","Mewat ","Naharpur(54)",84,19,149,75,74,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3
"6029","Mewat ","Milakpur (48)",87,1,1,1,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"6031","Mewat ","Bhogipur (53)",97,74,538,270,268,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3
"6032","Mewat ","Khaika Tauru (57)",55,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"6033","Mewat ","Saidpur (55)",63,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,0,0,0,15,1
"6036","Mewat ","Thana Alam Alias Masit(60)",141,108,786,415,371,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,4
"6037","Mewat ","Nanuka(58)",98,55,399,201,198,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3
"6039","Mewat ","Noorpur(97)",139,73,514,256,258,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3
"6047","Mewat ","Dalaka(71)",282,20,146,74,72,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"6051","Mewat ","Maindla(82)",159,36,308,152,156,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,3
"6052","Mewat ","Bidhuwas(80)",161,11,70,41,29,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,3
"6053","Mewat ","Chhajupur(79)",101,26,218,116,102,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,3
"6056","Mewat ","Raisika(174)",63,52,340,183,157,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"6059","Mewat ","Rampur(180)",71,100,598,315,283,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,4
