"","District.Name","Village.Name","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Community.Health.Centre.(Numbers)","Total.Positions.(Doctors.&.Support)","Total.Required.Strength.(Doctors.&.Support)","Distance","Primary.Health.Centre.(Numbers)","Primary.Health.Centre.Doctors.Total.Strength.(Numbers)","Primary.Health.Centre.Doctors.In.Position.(Numbers)","Distance.1","Primary.Heallth.Sub.Centre.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.Total.Strength.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.In.Position.(Numbers)","Distance.2","Maternity.And.Child.Welfare.Centre.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.3","TB.Clinic.(Numbers)","TB.Clinic.Doctors.Total.Strength.(Numbers)","TB.Clinic.Doctors.In.Position.(Numbers)","Distance.4","Hospital.Allopathic.(Numbers)","Hospital.Allopathic.Doctors.Total.Strength.(Numbers)","Hospital.Allopathic.Doctors.In.Position.(Numbers)","Distance.5","Hospiltal.Alternative.Medicine.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.Total.Strength.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.In.Position.(Numbers)","Distance.6","Dispensary.(Numbers)","Dispensary.Doctors.Total.Strength.(Numbers)","Dispensary.Doctors.In.Position.(Numbers)","Distance.7","Veterinary.Hospital.(Numbers)","Veterinary.Hospital.Doctors.Total.Strength.(Numbers)","Veterinary.Hospital.Doctors.In.Position.(Numbers)","Distance.8","Mobile.Health.Clinic.(Numbers)","Mobile.Health.Clinic.Doctors.Total.Strength.(Numbers)","Mobile.Health.Clinic.Doctors.In.Position.(Numbers)","Distance.9","Family.Welfare.Centre.(Numbers)","Family.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Family.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.10","Clusters"
"934","Yamunanagar","Mahlan Wali (380)",575,882,4226,2143,2083,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"945","Yamunanagar","Tejli (409)",100,854,4491,2473,2018,0,0,0,10,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,1
"947","Yamunanagar","Darwa (411)",239,608,3065,1597,1468,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,1
"948","Yamunanagar","Gadhauli (412)",189,1479,7434,3936,3498,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"950","Yamunanagar","Pansra (127)",239,567,2748,1598,1150,0,0,0,5,0,0,0,5,1,1,1,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"972","Yamunanagar","Amadalpur (395)",407,562,2975,1564,1411,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"977","Yamunanagar","Diyalgarh (394)",132,604,3051,1680,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"988","Yamunanagar","Kharwan (314)",1168,1667,8345,4416,3929,0,0,0,5,1,9,3,12.5,1,1,1,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,3
"989","Yamunanagar","Bala Chaur (312)",861,603,3082,1629,1453,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,1
"1001","Yamunanagar","Mahamadpur (140)",244,545,2929,1529,1400,0,0,0,5,0,0,0,10,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"1009","Yamunanagar","Laharpur (328)",645,468,2513,1341,1172,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1
"1019","Yamunanagar","Saranwa (133)",947,914,4498,2369,2129,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,10,4
"1097","Yamunanagar","Machhrauli (263)",1010,659,3251,1738,1513,0,0,0,0,0,0,0,5,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"1116","Yamunanagar","Nagli (32)",1301,414,2541,1361,1180,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,1
"1123","Yamunanagar","Manakpur (229)",324,428,2549,1335,1214,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,1
"1154","Yamunanagar","Azizpur (292)",433,458,2552,1344,1208,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,5,1
"1157","Yamunanagar","Marwa Kalan (283)",344,532,2913,1555,1358,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"1194","Yamunanagar","Khadri (97)",911,725,4051,2130,1921,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,1
"1200","Yamunanagar","Jaidhar (82)",326,538,3013,1578,1435,0,0,0,10,0,0,0,5,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"1211","Yamunanagar","Deodhar (72)",887,573,3215,1708,1507,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"1263","Yamunanagar","Malikpur Khadir (170)",391,525,2883,1518,1365,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,5,1
"1265","Yamunanagar","Chuharpur Kalan (168)",490,657,3527,1883,1644,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1
"1271","Yamunanagar","Tajewala (3)",670,560,2854,1499,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1
"1273","Yamunanagar","Kishanpura (167)",679,850,4292,2271,2021,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
"1289","Yamunanagar","Bakkarwala (177)",347,455,2544,1322,1222,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
"1292","Yamunanagar","Khizrabad (165)",954,1363,7163,3777,3386,1,24,30,12.5,1,12,10,12.5,1,1,1,12.5,1,3,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"1296","Yamunanagar","Raiyanwala (4)",1059,586,3117,1627,1490,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"1297","Yamunanagar","Kalesar (1)",1219,512,2976,1565,1411,0,0,0,0,0,0,0,0,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"1300","Yamunanagar","Bhangera Bhangeri Bagpat (9)",626,510,2888,1534,1354,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
"1316","Yamunanagar","Taharpur Kalan (28)",413,477,2839,1483,1356,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"1349","Kurukshetra","Rawa (Part)(239)",559,538,2762,1472,1290,0,0,0,5,0,0,0,5,1,1,1,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,1
"1353","Kurukshetra","Yara (123)",821,739,3954,2074,1880,0,0,0,5,0,0,0,10,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"1359","Kurukshetra","Patti Jhamra Shahbad (Part)(253)",256,744,3345,1780,1565,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,1
"1366","Kurukshetra","Nalwi (260)",851,867,4546,2422,2124,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"1376","Kurukshetra","Kalsana (266)",920,623,3510,1859,1651,0,0,0,0,1,2,2,12.5,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,1
"1387","Kurukshetra","Tangaur (281)",595,555,3134,1647,1487,0,0,0,0,0,0,0,5,1,1,1,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,1
"1388","Kurukshetra","Kharindwa (116)",1253,1011,5325,2806,2519,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"1389","Kurukshetra","Thol (289)",1496,1193,6466,3420,3046,0,0,0,5,1,14,12,12.5,1,1,1,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,12.5,3
"1391","Kurukshetra","Shanti Nagar Alias Kurri (286)",852,667,3762,1973,1789,0,0,0,10,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1
"1393","Kurukshetra","Jhansa (299)",1576,1356,7089,3781,3308,1,5,7,12.5,1,5,4,12.5,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,3
"1410","Kurukshetra","Jal Behra (307)",641,461,2659,1392,1267,0,0,0,10,0,0,0,10,0,0,0,10,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"1411","Kurukshetra","Thaska Miranji (308)",1049,846,4333,2318,2015,0,0,0,0,1,8,7,12.5,1,1,1,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,3
"1428","Kurukshetra","Bhorak (17)",1419,1028,5129,2679,2450,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"1432","Kurukshetra","Bodhni (16)",991,624,3392,1773,1619,0,0,0,5,0,0,0,5,1,1,1,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"1435","Kurukshetra","Kalsa (1)",1031,684,3501,1761,1740,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,0,4
"1439","Kurukshetra","Diwana (5)",1409,1147,5520,2859,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
"1441","Kurukshetra","Ishaq (10)",1197,673,3689,1924,1765,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"1447","Kurukshetra","Bakhli (11)",1663,826,3934,2078,1856,0,0,0,5,0,0,0,10,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"1449","Kurukshetra","Siana Saidan (13)",1230,1161,5682,2887,2795,0,0,0,5,1,18,11,12.5,1,1,1,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,2
"1451","Kurukshetra","Sarusti Khera (34)",475,777,3731,1942,1789,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
"1456","Kurukshetra","Urnai (329)",806,716,3686,1950,1736,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,12.5,0,0,0,5,0,0,0,5,4
"1464","Kurukshetra","Murtzapur (48)",1157,928,4705,2484,2221,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"1467","Kurukshetra","Sandholi (45)",904,651,3166,1636,1530,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"1469","Kurukshetra","Usmanpur (43)",600,684,3438,1784,1654,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"1481","Kurukshetra","Thana (56)",1707,1256,6625,3499,3126,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"1482","Kurukshetra","Gumthala Garhu (139)",2458,1684,8237,4353,3884,0,0,0,5,0,0,0,5,1,1,1,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,1
"1487","Kurukshetra","Sarsa (17)",1546,1185,6394,3350,3044,0,0,0,0,0,0,0,0,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,5,0,0,0,5,1
"1495","Kurukshetra","Kamoda (26)",745,498,2798,1476,1322,0,0,0,0,0,0,0,0,1,1,1,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1502","Kurukshetra","Barna (24)",1184,1175,6095,3154,2941,0,0,0,5,1,7,7,12.5,1,2,1,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1503","Kurukshetra","Hathira (9)",1105,862,4404,2306,2098,0,0,0,5,0,0,0,5,1,2,1,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,1
"1504","Kurukshetra","Barwa (5)",599,615,3163,1690,1473,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"1505","Kurukshetra","Kirmach (6)",2223,1363,7344,3869,3475,0,0,0,5,1,7,7,12.5,1,2,1,12.5,1,6,6,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,4,4,12.5,0,0,0,5,0,0,0,5,3
"1510","Kurukshetra","Amin (33)",1604,1547,8167,4333,3834,0,0,0,5,1,14,12,12.5,1,2,1,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"1519","Kurukshetra","Umri (Part)(370)",1273,1551,8108,4323,3785,0,0,0,5,0,0,0,10,1,2,2,12.5,1,2,2,12.5,0,0,0,5,0,0,0,10,0,0,0,10,1,2,2,12.5,1,4,3,12.5,0,0,0,5,0,0,0,5,4
"1535","Kurukshetra","Mirzapur (Part)(384)",521,1046,5490,2829,2661,0,0,0,10,0,0,0,10,1,2,1,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"1537","Kurukshetra","Josar (428)",1134,1219,6485,3364,3121,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"1548","Kurukshetra","Bahri (Part)(389)",315,919,4784,2536,2248,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"1551","Kurukshetra","Kheri Markanda (Part)(378)",149,687,3536,1869,1667,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"1552","Kurukshetra","Bir Pipli (Part)(359)",277,1043,5370,2972,2398,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,5,1
"1553","Kurukshetra","Pipli (Part)(360)",35,1593,7658,4042,3616,0,0,0,5,1,8,8,12.5,1,9,8,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,3
"1554","Kurukshetra","Sirsama (362)",364,635,3163,1677,1486,0,0,0,10,0,0,0,10,1,2,1,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,1
"1555","Kurukshetra","Mathana (364)",1401,1449,7630,4003,3627,1,19,21,12.5,1,4,4,12.5,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,2
"1571","Kurukshetra","Lukhi (414)",2271,1005,5182,2636,2546,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,3,2,12.5,0,0,0,10,0,0,0,5,4
"1574","Kurukshetra","Dhurala (404)",788,802,4358,2300,2058,0,0,0,0,1,14,10,12.5,1,2,1,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,3,3,12.5,0,0,0,5,0,0,0,0,3
"1578","Kurukshetra","Sirsala (397)",701,601,3315,1783,1532,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"1582","Kurukshetra","Kaulapur (349)",256,469,2720,1441,1279,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"1599","Kurukshetra","Silpani Kalan (300)",921,545,2832,1503,1329,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,1
"1602","Kurukshetra","Ajrana Kalan (274)",1134,1002,5457,2852,2605,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,5,0,0,0,0,4
"1603","Kurukshetra","Ajrana Khurd (276)",775,526,2599,1387,1212,0,0,0,0,0,0,0,5,1,2,1,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,0,4
"1612","Kurukshetra","Charhuni Jattan (92)",682,560,2806,1501,1305,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"1614","Kurukshetra","Sudhpur (90)",627,435,2579,1377,1202,0,0,0,5,0,0,0,5,1,3,2,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"1615","Kurukshetra","Barham (409)",559,620,3249,1690,1559,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,1
"1623","Kurukshetra","Teora (243)",456,653,3539,1882,1657,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"1634","Kurukshetra","Mangoli Jattan (131)",546,509,2727,1452,1275,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"1660","Kurukshetra","Babain (145)",857,1338,6984,3710,3274,0,0,0,0,1,19,17,12.5,1,3,3,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,10,3
"1666","Kurukshetra","Ramsaran Majra (147)",449,533,3069,1600,1469,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"1675","Kurukshetra","Singhaur (163)",746,510,2618,1398,1220,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"1683","Kurukshetra","Gudah (157)",825,637,3389,1795,1594,0,0,0,5,1,14,11,12.5,1,3,1,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,1,3,3,12.5,0,0,0,5,0,0,0,12.5,3
"1692","Kurukshetra","Mehra (57)",737,594,3341,1756,1585,0,0,0,10,0,0,0,10,1,3,1,12.5,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,1,3,3,12.5,0,0,0,10,0,0,0,10,4
"1700","Kurukshetra","Kheri Dabdalan (64)",435,561,2865,1481,1384,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,1
"1703","Kurukshetra","Ban (62)",640,679,3723,1962,1761,0,0,0,5,0,0,0,5,1,3,1,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,1
"1707","Kurukshetra","Nawarsi (336)",799,677,3601,1908,1693,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
"1709","Kurukshetra","Lohara (338)",268,629,3289,1707,1582,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"1741","Kaithal","Arnoli (32)",1118,705,3573,1866,1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,4,4,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,2
"1747","Kaithal","Gagarpur (144)",505,486,2744,1437,1307,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1
"1785","Kaithal","Bhagal (1)",2499,2035,10908,5829,5079,0,0,0,5,1,8,6,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"1786","Kaithal","Harigarh Kingan (7)",525,614,3382,1779,1603,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"1787","Kaithal","Balbehra (6)",1233,940,5228,2792,2436,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"1794","Kaithal","Peedal (15)",1216,976,5410,2865,2545,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,0,1,3,2,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,2
"1795","Kaithal","Kharodi (14)",1301,1067,5800,3039,2761,0,0,0,10,0,0,0,10,1,5,3,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
